Site,Spp,1,2,3,4,5
68,Agoseris heterophylla,,,,,
68,Amsinckia menziesii,,,,0.2,
68,Aphanes occidentalis,,,,,
68,Astragalus breweri,,,,,
68,Athysanus pusillus,,,,,
68,Avena fatua,35,14,55,62,60
68,Brodiaea elegans,,,,,
68,Bromus diandrus,,,,,
68,Bromus hordeaceus,50,60,,,
68,Bromus madritensis,1,2,,28,
68,Centaurea solstitialis,4,,,0.8,16
68,Cerastium glomeratum,,,,,0.1
68,Chlorogalum pomeridianum,,0.1,,,
68,Clarkia purpurea,,0.3,0.2,0.1,0.4
68,Claytonia parviflora,,,,,
68,Collinsia sparsiflora,,,,,
68,Dactylis glomerata,,,,,
68,Delphinium variegatum,,,,,
68,Dichelostemma capitatum,,,0.2,,0.3
68,Elymus elymoides,,,,,
68,Elytrigia repens,,,,,
68,Epilobium brachycarpum,,,0.1,0.1,1
68,Erodium brachycarpum,,,,,
68,Erodium cicutarium,,,,0.1,0.2
68,Galium aparine,,,0.1,,
68,Galium murale,,3,3,0.3,0.2
68,Geranium dissectum,1,1,4,0.3,0.2
68,Hemizonia congesta,,,,,4
68,Holocarpha virgata,,0.2,3,60,26
68,Hypochaeris glabra,,,,,
68,Hypochaeris radicata,,,,,
68,Lotus wrangelianus,,,,,0.2
68,Lupinus bicolor,,2,0.1,2,2
68,Madia gracilis,,,,,
68,Medicago polymorpha,,,2,,2
68,Melilotus indica,,,,,
68,Nassella pulchra,,,,,
68,Navarretia pubescens,,,,,
68,Nemophila menziesii,,,,,0.1
68,Pectocarya pusilla,,,,,
68,Phlox gracilis,,0.1,,,0.2
68,Plantago erecta,,,0.2,,
68,Plectritis ciliosa,,,,,
68,Ranunculus occidentalis,,,,,
68,Sanicula bipinnata,,,,,
68,Silene gallica,,,,,
68,Taeniatherum caput-medusae,3,30,1,3,15
68,Torilis arvensis,,,,,
68,Trifolium bifidum,,0.1,5,18,2
68,Trifolium depauperatum,,,,,
68,Trifolium gracilentum,,,,,
68,Trifolium hirtum,2,5,85,1,1
68,Trifolium little tiny purple with white tips,,,,,
68,Trifolium microdon,,4,,,
68,Triteleia laxa,0.1,1.2,,,
68,Vicia villosa,85,,,2,
68,Vulpia bromoides,,,,10,
68,Vulpia microstachys,,,,,
68,Vulpia myuros,,,,,
68,Zigadenus fremontii,,,,,
68,unk grass1,,,,,
68,unk grass2 (hairy),,,,,
68,Unknown from site 71,,,,,
NOTES:,,,,,,
69,Agoseris heterophylla,,,,,
69,Anagallis arvensis,,,,,
69,Avena fatua,55,35,55,50,55
69,Brodiaea elegans,,,,,
69,Bromus diandrus,,,,,
69,Bromus hordeaceus,4,1,2,2,3
69,Bromus madritensis,3,20,70,48,20
69,Calochortus superbus,,,,,
69,Carduus pycnocephalus,,0.2,1,,
69,Centaurea solstitialis,64,90,45,65,50
69,Centaureum trichanthum,,,,,
69,Cerastium glomeratum,,,,,0.2
69,Clarkia purpurea,,,,,
69,Dichelostemma capitatum,,,,,
69,Epilobium brachycarpum,,,,,
69,Erodium brachycarpum,,,,,
69,Erodium cicutarium,0.2,0.2,,,
69,Galium murale,,17,0.1,,
69,Geranium dissectum,0.6,0.5,5,2,0.5
69,Hemizonia congesta,0.2,,,,
69,Hordeum murinum,,,,,
69,Hypochaeris glabra,,,,,
69,Lactuca serriola,,,,,
69,Lolium multiflorum,1,,0.1,0.1,0.1
69,Medicago polymorpha,2,0.1,0.3,0.7,0.4
69,Melilotus indica,1,,0.3,0.3,
69,Phalaris paradoxa,,,,,
69,Phlox gracilis,,0.2,,,
69,Silene gallica,,,,,
69,Sonchus asper,,,,,
69,Taeniatherum caput-medusae,27,25,,,5
69,Torilis arvensis,0.2,,,,
69,Trifolium dubium,30,13,7,9,30
69,Trifolium hirtum,,,,,
69,Zigadenus fremontii,,,,,
NOTES:,,,,,,
70,Achyrachaena mollis,,,,,
70,Amsinckia menziesii,,,,,
70,Aphanes occidentalis,,,,,
70,Athysanus pusillus,,,,,
70,Avena fatua,90,75,80,60,40
70,Brodiaea elegans,,,,,
70,Bromus diandrus,,,,,
70,Bromus hordeaceus,15,5,7,40,50
70,Bromus madritensis,10,,,12,75
70,Calochortus ?????,,,,,
70,Centaurea solstitialis,4,1,3,0.8,
70,Cerastium vulgare,,4,,,
70,Chlorogalum pomeridianum,,,,,
70,Clarkia purpurea,,,,,
70,Claytonia parviflora,,,,,
70,Daucus pusillus,,,,,
70,Dichelostemma capitatum,,1,0.2,,
70,Epilobium brachycarpum,,,,,
70,Erodium cicutarium,,,,0.1,
70,Galium aparine,,,,,
70,Geranium dissectum,0.2,5,0.7,0.3,1
70,Hemizonia congesta,,,,,
70,Hordeum marinum,,,,,
70,Hordeum murinum,,,,,
70,Hypochaeris glabra,,,,,
70,Lactuca serriola,,,,,
70,Lepidium nitidum,,,,,
70,Lolium multiflorum,,1,1,,1
70,Lupinus bicolor,0.5,,2,,1
70,Lupinus microcarpus,,,1,,
70,Lupinus nanus,,,,,
70,Medicago polymorpha,,,,0.1,
70,Melilotus indica,,,,,
70,Nassella pulchra,,,,,
70,Plantago erecta,,,,,
70,Sanicula bipinnata,,,,,
70,Stellaria media,,,,,
70,Taeniatherum caput-medusae,4,1,15,,8
70,Torilis arvensis,0.2,0.2,,,0.3
70,Trifolium dubium,,,,,
70,Trifolium hirtum,65,30,28,45,10
70,Triteleia laxa,,,0.6,,
70,Vicia villosa,,16,3,,
70,Vulpia myuros,,,,,
70,Zigadenus fremontii,,,0.5,0.1,
70,Unknown grass,,,,,
70,Unknown Lupinus,,,,,
70,Unknown Liliaceae,,,,,
70,Unknown Liliaceae,,,,,
NOTES:,"Sampled Uphill to downhill, but it looks like others have done the reverse.",,,,,
71,Achyrachaena mollis,17,7,,,
71,Amsinckia menziesii,,,,,
71,Aphanes occidentalis,,,,,
71,Astragalus gambelianus,,,,,
71,Athysanus pusillus,0.2,,,,
71,Avena fatua,10,55,35,8,5
71,Brodiaea elegans,,,,,
71,Bromus diandrus,,,,,
71,Bromus hordeaceus,5,5,70,65,65
71,Bromus madritensis,,,,,
71,Cardamine oligosperma,,,,,
71,Carduus pycnocephalus,,,,,
71,Castilleja attenuata,,,,,
71,Centaurea solstitialis,,,,,
71,Cerastium glomeratum,,,,,
71,Clarkia purpurea,1,2,17,2,10
71,Collinsia sparsiflora,,,,,
71,Delphinium variegatum,2,,,,
71,Dichelostemma capitatum,,,,,
71,Elymus elymoides,,,,,
71,Epilobium brachycarpum,,,,,
71,Erodium brachycarpum,0.3,,,,
71,Erodium botrys,,,,,
71,Erodium cicutarium,,,,,
71,Galium murale,,,8,,
71,Geranium dissectum,2,3,9,5,6
71,Holocarpha virgata,20,50,,,1
71,Hypochaeris glabra,,,,,
71,Lomatium utriculatum,0.4,,,,
71,Lupinus bicolor,4,4,1,,
71,Navarretia pubescens,,,,,
71,Nemophila heterophylla,,,,,
71,Phlox gracilis,0.3,,,,
71,Plagiobothrys nothofulvus,0.6,0.7,,0.3,
71,Plantago erecta,3,,,,
71,Senecio vulgaris,,,,,
71,Silene gallica,,,,,
71,Stellaria media,,,,,
71,Taeniatherum caput-medusae,7,16,18,70,15
71,Torilis arvensis,,,,,
71,Trifolium depauperatum,,0.2,,,
71,Trifolium hirtum,,3,,,
71,Trifolium microdon,,0.2,0.5,3,1.2
71,Vicia villosa,8,,11,,
71,Vulpia microstachys,40,,,,
71,Vulpia myuros,,,,,
71,Wyethia glabra,,14,8,,
71,"Unknown deeply cut, hairy",,,,,
NOTES:,,,,,,
72,Amsinckia menziesii,,,,,
72,Aphanes occidentalis,,,0.3,,
72,Athysanus pusillus,,,,,
72,Avena fatua,6,,,,
72,Brodiaea elegans,,,,,
72,Bromus diandrus,,,20,8,5
72,Bromus hordeaceus,35,55,5,60,60
72,Bromus madritensis,8,20,70,8,70
72,Cardamine oligosperma,,,,,
72,Carduus pycnocephalus,0.3,1.5,1,10,
72,Centaurea solstitialis,1,1,,,
72,Clarkia purpurea,0.1,0.1,0.4,0.1,0.8
72,Dichelostemma capitatum,,,,,
72,Epilobium brachycarpum,,,,,0.4
72,Erodium brachycarpum,,,0.3,0.2,
72,Erodium cicutarium,,,,,
72,Galium aparine,,,,,0.1
72,Galium murale,,0.7,5,0.3,
72,Geranium dissectum,9,8,22,5,15
72,Holocarpha virgata,,,,,3
72,Hypochaeris glabra,,,0.2,,
72,Lactuca serriola,,,,,
72,Lotus wrangelianus,,,,,
72,Lupinus bicolor,0.1,,,,
72,Madia gracilis,,,,,
72,Madia exigua,7,,,,
72,Medicago polymorpha,,,,,0.1
72,Nassella pulchra,,,8,,
72,Nemophila heterophylla,,,,,
72,Plagiobothrys nothofulvus,,,,,
72,Senecio vulgaris,,,,,
72,Taeniatherum caput-medusae,90,90,25,45,60
72,Torilis arvensis,,0.4,0.2,,4
72,Trifolium depauperatum,,,,,
72,Trifolium gracilentum,,,,,
72,Trifolium hirtum,,,,,
72,Trifolium microdon,2,,1,,
72,Wyethia glabra,,,5,,
NOTES:,,,,,,
73,Achyrachaena mollis,,,,,0.2
73,Allium serra,,,,,
73,Amsinckia menziesii,,0.1,,,
73,Athysanus pusillus,,,,,
73,Avena fatua,6,10,15,,
73,Bromus diandrus,10,,,,5
73,Bromus hordeaceus,50,45,45,65,65
73,Bromus madritensis,25,,,20,25
73,Carduus pycnocephalus,,,,,
73,Centaurea solstitialis,,,,,1
73,Chlorogalum pomeridianum,,,,,
73,Clarkia purpurea,3,0.3,,,
73,Claytonia parviflora,,,,,
73,Collinsia sparsiflora,,,,,
73,Cryptantha hispidula,,,,,
73,Dactylis glomerata,,,,,10
73,Delphinium variegatum,,,,,
73,Dichelostemma capitatum,,,,,
73,Epilobium brachycarpum,,,,,
73,Erodium brachycarpum,,,,,
73,Erodium cicutarium,,0.1,0.2,0.1,
73,Filago gallica,,,,,
73,Galium aparine,,,,,
73,Galium murale,2,,,0.1,
73,Geranium dissectum,1,,0.3,12,
73,Geranium molle,,,,,
73,Hypochaeris glabra,,,,,
73,Linanthus bicolor,,,,,
73,Lolium multiflorum,0.1,,5,,
73,Lomatium macrocarpum,,,,,
73,Lomatium utriculatum,,,,,
73,Lotus wrangelianus,,0.2,,,
73,Lupinus bicolor,0.2,7,0.3,7,
73,Lupinus nanus,,,,,
73,Madia gracilis,,,,,
73,Madia exigua,,,,1,
73,Medicago polymorpha,,,,,1
73,Melica californica,,0.1,,,
73,Micropus californicus,,,,,
73,Navarretia pubescens,,,,,
73,Pectocarya pusilla,,,,,
73,Phalaris paradoxa,,,,,
73,Phlox gracilis,,,,,
73,Plantago erecta,,,,,
73,Poa secunda,,,,,
73,Sanicula bipinnata,,,,,
73,Senecio vulgaris,,,,,
73,Sonchus oleraceus,,,,,
73,Stellaria media,,,,,
73,Taeniatherum caput-medusae,2,30,10,3,
73,Torilis arvensis,,0.1,0.2,4,3
73,Trifolium albopurpureum,,,,,
73,Trifolium bifidum,,,,10,
73,Trifolium gracilentum,,,,,
73,Trifolium hirtum,15,55,27,6,
73,Trifolium microdon,1.2,1,1,,
73,Vulpia microstachys,,,,,
73,Vulpia myuros,,10,20,10,10
73,Bare,,,,,1
NOTES:,,,,,,
74,Aphanes occidentalis,,,,,
74,Astragalus gambelianus,,,,,
74,Athysanus pusillus,,,,,
74,Avena fatua,1,,6,,50
74,Brodiaea elegans,,,,,
74,Bromus diandrus,,,,,
74,Bromus hordeaceus,23,25,20,12,13
74,Bromus madritensis,,18,20,5,
74,Carduus pycnocephalus,9,10,1,,
74,Castilleja densiflora,,,,,
74,Centaurea solstitialis,80,95,85,15,12
74,Cirsium vulgare,,,,,
74,Clarkia purpurea,,,,,
74,Dichelostemma capitatum,,0.1,,,
74,Epilobium brachycarpum,,,,,
74,Erodium brachycarpum,,,,,
74,Erodium cicutarium,0.1,0.1,0.1,,0.1
74,Galium aparine,,,,,
74,Galium murale,7,1,2,,4
74,Geranium dissectum,4,1,25,5,4
74,Holocarpha virgata,,,,,
74,Hypochaeris glabra,,0.1,,,
74,Lactuca serriola,,,,,
74,Lolium multiflorum,,,,1,
74,Lotus wrangelianus,,,,,
74,Lupinus bicolor,0.3,,0.1,1,
74,Medicago polymorpha,,0.2,0.5,,
74,Nassella pulchra,,,,,
74,Plagiobothrys nothofulvus,,,,,
74,Senecio vulgaris,,,,,
74,Taeniatherum caput-medusae,75,40,25,90,40
74,Torilis arvensis,,,0.2,0.6,1
74,Trifolium dubium,,,,,
74,Trifolium gracilentum,,,,,
74,Trifolium hirtum,3,7,8,1,50
74,Trifolium microdon,,,,,
74,Vicia villosa,2,,1,,
74,Vulpia myuros,,,,,
NOTES:,replaced plot 4 with long PVC,,,,,
75,Achyrachaena mollis,,,0.1,,
75,Agoseris heterophylla,0.1,,,,
75,Amsinckia menziesii,,,,,
75,Aphanes occidentalis,,,,,
75,Astragalus gambelianus,,,,,
75,Athysanus pusillus,0.1,,,,
75,Avena fatua,35,,15,1,45
75,Bromus diandrus,5,45,,,
75,Bromus hordeaceus,20,40,20,50,
75,Bromus madritensis,1,60,18,,8
75,Carduus pycnocephalus,0.2,,,,4
75,Castilleja densiflora,,,,2,
75,Centaurea solstitialis,0.3,,0.1,,1
75,Cerastium glomeratum,,,0.1,,
75,Clarkia purpurea,0.5,0.1,,1,
75,Claytonia parviflora,,,,,
75,Collinsia sparsiflora,,0.1,,,
75,Crassula connata,,,,,
75,Delphinium variegatum,,,,,
75,Dichelostemma capitatum,,,,,
75,Epilobium brachycarpum,,,,,
75,Erodium brachycarpum,,0.1,,4,
75,Erodium cicutarium,0.1,0.6,1,,
75,Galium aparine,,,,,
75,Galium murale,,,,,
75,Geranium dissectum,,,,,
75,Geranium molle,,,,,
75,Gilia tricolor,,,,,
75,Holocarpha virgata,,2,,3,
75,Hypochaeris glabra,1,1,0.8,17,
75,Juncus sp.,,,,,
75,Lactuca serriola,,,,,
75,Linanthus bicolor,,,,,
75,Lolium multiflorum,,,,,10
75,Lomatium utriculatum,,,,,
75,Lotus wrangelianus,,,,0.3,
75,Lupinus bicolor,1,0.5,2,10,
75,Lupinus microcarpus,,,,,
75,Lupinus nanus,,,,,
75,Medicago polymorpha,,,,,
75,Melilotus indica,,,,,
75,Micropus californicus,3,,0.1,1.5,
75,Navarretia pubescens,0.1,,0.1,0.1,
75,Nemophila menziesii,,,,,
75,Phlox gracilis,,,,,
75,Plantago erecta,1,1,,0.4,
75,Plectritis ciliosa,,,,,
75,Rumex crispus,,,,,
75,Senecio vulgaris,,,,,
75,Sonchus asper,,,,,
75,Stellaria media,,,,,
75,Stellaria nitens,,,,,
75,Taeniatherum caput-medusae,,8,25,55,
75,Torilis arvensis,,,2,,2
75,Trifolium gracilentum,,,,,
75,Trifolium hirtum,30,0.1,55,,
75,Trifolium microdon,,,,0.3,
75,Triphysaria eriantha -- B3219,,,0.2,,
75,Vicia villosa,,,,,12
75,Vulpia microstachys,,,,,
75,Vulpia myuros,,,,,
75,Bare,,,,,30
NOTES:,,,,,,
76,Achyrachaena mollis,0.1,,,,
76,Agoseris grandiflora,,,,,
76,Allium serra,,,,,
76,Amsinckia menziesii,,,,,
76,Athysanus pusillus,,,,,
76,Avena barbata,,,,,
76,Avena fatua,30,60,50,65,
76,Bromus diandrus,,,,3,
76,Bromus hordeaceus,,,,20,4
76,Bromus madritensis,75,40,40,40,10
76,Bromus tectorum,,,,,2
76,Carduus pycnocephalus,,,,,
76,Centaurea melitensis,,,,,
76,Centaurea solstitialis,,,,,
76,Chlorogalum pomeridianum,,,,,
76,Clarkia purpurea,,,0.1,1,
76,Claytonia parviflora,,,,,
76,Collinsia sparsiflora,,,0.1,,
76,Dichelostemma capitatum,,,,,
76,Epilobium brachycarpum,,,,,
76,Erodium brachycarpum,,,,,
76,Erodium cicutarium,0.1,0.1,2,1,0.1
76,Galium aparine,0.1,,,,1.5
76,Galium murale,,,0.1,1,3
76,Geranium dissectum,0.1,,0.1,0.1,
76,Geranium molle,,,,,
76,Gilia tricolor,,,,,
76,Hypochaeris glabra,,1.5,29,,
76,Lactuca serriola,,,,,
76,Lomatium marginatum,2,,,,
76,Lotus wrangelianus,,,0.1,0.3,
76,Lupinus bicolor,,1.2,0.1,,
76,Lupinus microcarpus,,,,,
76,Lupinus nanus,,8,2,1,2
76,Madia exigua,4,,1,,
76,Medicago polymorpha,,2,,,
76,Melica californica,,,,,
76,Melilotus indica,,3,,,
76,Micropus californicus,,,,,
76,Navarretia pubescens,,,,,
76,Phlox gracilis,,,,,
76,Plantago erecta,,,,0.1,
76,quercus douglassi,,,,,
76,Ranunculus occidentalis,0.3,,,,
76,Sanicula bipinnata,,,,,
76,Sonchus asper,,,,,
76,Taeniatherum caput-medusae,,,14,3,
76,Thysanocarpus curvipes,,,,,
76,Torilis arvensis,4,2,0.1,2,
76,Trifolium bifidum,0.1,,0.4,5,
76,Trifolium dubium,,,,,
76,Trifolium gracilentum,,,,,
76,Trifolium hirtum,,13,0.2,,60
76,Trifolium microcephalum,,,,,
76,Vicia villosa,,,,,
76,Vulpia myuros,,,,1,
76,Unknown woody seedling ,,,,,
76,Bare,,,,12,
NOTES:,needs aluminium number tag & new flags,,,,,
77,Achyrachaena mollis,,,0.4,0.2,4
77,Agoseris grandiflora,,,,,3
77,Aphanes occidentalis,,,,,
77,Athysanus pusillus,,,,,0.1
77,Avena fatua,65,75,80,50,60
77,Bromus diandrus,,,,,
77,Bromus hordeaceus,8,1,30,55,70
77,Bromus madritensis,33,40,,,
77,Calochortus luteus,,,,,
77,Cardamine oligosperma,,,,,
77,Centaurea solstitialis,,,,,
77,Cerastium glomeratum,,,,,
77,Clarkia purpurea,,,,0.1,0.2
77,Claytonia parviflora,,,,,
77,Delphinium hesperium,,,,,1
77,Dichelostemma capitatum,,,,,0.1
77,Epilobium brachycarpum,,0.1,0.1,,0.1
77,Erodium botrys,,,,,
77,Erodium brachycarpum,,,,,
77,Erodium cicutarium,,,,,
77,Euphorbia crenulata,0.1,1,0.3,0.2,0.3
77,Galium murale,,,0.2,0.3,0.3
77,Galium porrigens,,,,,
77,Geranium dissectum,,0.3,0.4,0.2,0.5
77,Geranium molle,,,,,
77,Hemizonia congesta,,,,,
77,Holocarpha virgata,,,,,
77,Lactuca serriola,,,,,
77,Lupinus bicolor,,0.1,,0.3,0.2
77,Lupinus microcarpus,,,,,
77,Madia exigua,,,,1,
77,Melilotus indica,0.3,,,,
77,Navarretia pubescens,,,,,0.1
77,Nemophila heterophylla,,,,,
77,Perideridia kelloggii,,,,,1
77,Plantago erecta,,,,,
77,Plectritis ciliosa,,,,,
77,Polypogon monspeliensis,,,,,
77,Ranunculus occidentalis,,,,,
77,Sidalcea diploscypha,,0.2,4,7,0.8
77,Sisyrinchium bellum,,,,,
77,Stellaria media,,,,,
77,Taeniatherum caput-medusae,2,,15,35,
77,Torilis arvensis,30,30,12,3.5,28
77,Trifolium bifidum,,,,0.1,
77,Trifolium gracilentum,0.2,0.1,,,0.1
77,Trifolium hirtum,,,,,
77,Triteleia laxa,,3,0.6,5,3
77,Vulpia myuros,,,,,
77,Zigadenus fremontii,,,,,0.1
77,unk bulb,,,,,
NOTES:,,,,,,
78,Achilliea millefolium,,,,,
78,Achyrachaena mollis,35,3,3,1,
78,Agoseris grandiflora,,,,,
78,Agoseris heterophylla,,,,,
78,Aira caryophyllea,,2,0.1,,
78,Aphanes occidentalis,,,,,
78,Athysanus pusillus,0.3,,,0.1,
78,Avena fatua,1,4,10,20,20
78,Briza minor,,,,,
78,Brodiaea elegans,,,,,
78,Bromus diandrus,5,,,,15
78,Bromus hordeaceus,6,50,60,80,80
78,Bromus madritensis,30,5,,1,
78,Carduus pycnocephalus,0.1,,,,
78,Castilleja attenuata,,,,,
78,Cerastium glomeratum,,,,,
78,Clarkia purpurea,0.1,0.1,0.1,,
78,Claytonia parviflora,,,,,
78,Collinsia sparsiflora,,,0.3,0.6,0.1
78,Dichelostemma capitatum,0.1,0.2,0.3,,
78,Epilobium brachycarpum,,,,,
78,Erodium botrys,,,,,
78,Erodium brachycarpum,,,,,
78,Erodium cicutarium,,0.1,,,
78,Euphorbia crenulata,,,1,0.1,0.1
78,Filago gallica,,0.1,,,
78,Galium aparine,0.1,,,,
78,Galium murale,,,,0.1,
78,Gastridium ventricosum,0.1,,,,
78,Geranium dissectum,2.5,1,3,0.1,0.2
78,Geranium molle,,,,,
78,Grindelia camporum,,,,,
78,Holocarpha virgata,,,,,
78,Hypochaeris glabra,,10,,,
78,is triphysaria. versicolor near here?,,,,,
78,Linanthus bicolor,,,,,
78,Lolium multiflorum,,,1,0.1,
78,Lotus wrangelianus,0.5,0.2,,,
78,Lupinus bicolor,0.2,3,,,0.5
78,Lupinus microcarpus,,,,,
78,Madia exigua,80,30,35,1,1.5
78,Medicago polymorpha,0.2,1,20,10,0.5
78,Melilotus indica,,,,,
78,Micropus californicus,,0.1,,,
78,Navarretia pubescens,,,,,
78,Pectocarya pusilla,,,,0.1,
78,Plantago erecta,,,,,
78,Plectritis ciliosa,,,0.2,,0.1
78,Poa annua,,,,,
78,Poa bulbosa,,,,,
78,Poa secunda,,,,,
78,Ranunculus occidentalis,,,,,
78,Sanicula bipinnata,,,,,
78,Sanicula bipinnatifida,,,,0.3,
78,Senecio vulgaris,,,,,
78,Stellaria media,,,,,
78,Taeniatherum caput-medusae,15,45,,20,
78,Torilis arvensis,2,0.1,2,1,2
78,Trifolium bifidum,0.1,,,,1
78,Trifolium dubium,,,,,
78,Trifolium gracilentum,,,,,
78,Trifolium hirtum,3,15,7,,
78,Trifolium microcephalum,,,2,,
78,Trifolium microdon,,,,,
78,Trifolium willdenovii,,0.2,1,1,
78,Vulpia myuros,,,,,
78,unk bush,,,,,
NOTES:,,,,,,
79,Aira caryophyllea,,,,,
79,Athysanus pusillus,,,,,
79,Avena fatua,25,,,50,50
79,Brodiaea elegans,,,,,
79,Bromus diandrus,,,2,,
79,Bromus hordeaceus,15,30,60,55,40
79,Cerastium vulgare,,,,,
79,Clarkia purpurea,,,0.1,0.1,
79,Crassula connata,,,,,
79,Delphinium variegatum,,,,,
79,Dichelostemma capitatum,,,,0.1,0.2
79,Epilobium brachycarpum,,,,,
79,Eremocarpus setigerus,,,1,,0.1
79,Erodium botrys,,,,,
79,Erodium brachycarpum,,,,,
79,Erodium cicutarium,,,,,
79,Galium aparine,,,,,
79,Galium murale,,0.1,0.3,2,0.1
79,Geranium dissectum,0.2,,0.1,0.5,2
79,Holocarpha virgata,,,,,
79,Hypochaeris glabra,,,,,
79,Lactuca serriola,,,,,
79,Linanthus bicolor,,,,,
79,Lolium multiflorum,,,,,
79,Lotus wrangelianus,,,,,
79,Lupinus bicolor,,,,,
79,Madia exigua,,,,,
79,Medicago polymorpha,,,,,
79,Navarretia pubescens,,,,,
79,Plagiobothrys nothofulvus,,,,,
79,Plantago erecta,,,,,
79,Sidalcea diploscypha,,,,,
79,Stellaria media,,,,,
79,Taeniatherum caput-medusae,100,100,100,60,85
79,Torilis arvensis,,0.1,,,
79,Trifolium bifidum,,,,,
79,Trifolium gracilentum,,,,,
79,Trifolium hirtum,,,,,
79,Trifolium microcephalum,,,,,
79,Trifolium microdon,,,,,
79,Triphysaria eriantha,,,,,
79,Vulpia myuros,,,,,
79,Unknown seedling,,,,,
NOTES:,,,,,,
80,Athysanus pusillus,,,,,
80,Avena fatua,30,30,10,25,65
80,Brodiaea elegans,,,,,
80,Bromus diandrus,,,,,
80,Bromus hordeaceus,50,15,15,40,3
80,Bromus madritensis,,,,,1
80,Centaurea solstitialis,,,,,
80,Cerastium glomeratum,2,,0.3,,
80,Clarkia purpurea,,,,,
80,Dichelostemma capitatum,,,,0.1,0.1
80,Elymus glaucus,,,,,
80,Elytrigia repens,,,,,
80,Epilobium brachycarpum,0.3,,,,
80,Eremocarpus setigerus,,,,,
80,Erodium botrys,,,,,
80,Erodium brachycarpum,,,,,
80,Erodium cicutarium,,,,,
80,Gallium murale,,1,,,
80,Geranium dissectum,25,6,5,3,0.1
80,Geranium molle,,,,,
80,Holocarpha virgata,,,,,
80,Hypochaeris radicata,,,,,
80,Lactuca serriola,,,,,
80,Lolium multiflorum,,,,,
80,Plagiobothrys nothofulvus,,,,,
80,Stellaria media,,,,,
80,Taeniatherum caput-medusae,60,90,35,90,95
80,Torilis arvensis,,,,,
80,Trifolium bifidum,,,,,
80,Trifolium gracilentum,,,,,
80,Trifolium hirtum,,,,,
80,Vicia villosa,,4,2,,
80,Vulpia bromoides,,,,,
80,Vulpia myuros,,,,,
80,unk bulb,,,,,
NOTES:,The huge introduced grass is NOT Elymus glaucus.  Maybe Elytrigia repens?,,,,,
